text,actual_label,predicted_label
So\u002c the rumoured #LFC team was right\u002c & Gerrard\u002c Agger\u002c & Suarez\u002c all play. Big gamble by Rodgers with Everton on Sunday.,Neutral,Positive
Kobe Bryant ranked at number 40? #NBARank hope he  proves this ranking wrong. Lots of respect for him! One more reason to wait for Oct 28th.,Positive,Negative
"@user yes . May she not make trouble in T-ara and Danee too. She still young , like me -.-""",Positive,Negative
Could be an Iron Bowl Sunday in Greensboro on PGA Tour with Bud Cauley and Jason Dufner near the lead. And UGA\u2019s Harris English.,Neutral,Negative
I kicked off Type 1 Diabetes Awareness Day with a high blood sugar thanks to too many chocolates last night. Well\u002c there\u2019s always tomorrow.,Negative,Positive
"""White Sox vs Red Sox tomorrow, Cubs vs Reds on the 1st, n Bears vs Packers on the 13th. What a good going away present!""",Positive,Neutral
Supra Test Drives This Sunday. Come and test drive the latest Supra and Moomba boats this Sunday the 12th of...,Neutral,Positive
@user is that what you want for the grandkids? #MAM march against Monsanto,Negative,Neutral
"""I may be in the minority, but I think Kenny Lofton may have been wronged by The Hardline. Decide for yourself.",Negative,Neutral
Chris brown bails on going outside during daytime because the sun would be present,Neutral,Positive
De La Soul is Sunday at Clockenflap?! WTF! At least they had the decency to sched Uptown Rockers for Saturday @user #NYinHK,Negative,Neutral
"""Ancelotti says Khedira recovered and is ready to play, although not completely match fit. Imagine he could get minutes tomorrow #realmadrid""",Positive,Negative
"""Seen some U2 tickets for 14 October, but I'm very afraid the person wants to make profit out of it instead of selling them for face value :(""",Negative,Neutral
"Bentley with a floater for two for the Sun, but Pince, Charles, and Cash score to make it 6-2 NY early.",Neutral,Positive
"""Rodgers just confirmed that both Allen and Can are fit, and will be back in the squad for Sunday's trip to QPR. #LFC""",Positive,Neutral
Thursday Night Football is the worst show on TV. And I LIKE The Big Bang Theory.,Negative,Neutral
Everyone should have Kendrick's album 1st or 2nd he killed that shit,Positive,Negative
"""Let this Christ, this King of Israel, come down now from the cross, that we may see and believe.""",Neutral,Negative
"@user Quest for Fire - Iron Maiden, because we've lost the sun and we must find it soon.""",Neutral,Positive
"""Coach Brian Kelly yelling """""""" hold the fucking ball"""""""" after 4th quarter touchdown by folston #ND""",Neutral,Negative
"""Ant-Man ends this Thursday. See it before it goes. Plays daily at 1:15, 3:50, 6:40 &amp; 9:40 PM",Neutral,Positive
Wake up to not really caring that Kris Bryant hit a walk off. Caring that the Cubs gave up 4 stinking runs in the top of the 9th.,Negative,Neutral
Whenever I look Michael up on Wiki\u002c my heart breaks when it says \u2019Michael Joseph Jackson (August 29th 1958 - June 25th 2009)\u2019 :(,Negative,Positive
The ONLY line I will remember tomorrow is John Kasich's dad was a mailman..... Who the hell cares?!?!? @user,Negative,Neutral
This Friday! We are showing the film Magic Mike XXL in Chem 140 for FREE at 8 PM!,Positive,Neutral
@user i agree with Chelsea City and Arsenal but Man Utd?no way mate they will be more closer to 5th rather than top 3,Neutral,Negative
@user @user and IOS and he said thats it was no longer the 8th he said he Jinxed it and now is going to take longer.,Positive,Negative
"""So if Briana (People Mag July 14 2015 as preggers) got pregnant THAT DAY, then 9 mos is April 14 2016. So just how early did they announce?""",Neutral,Negative
1st match of the night: Randy Orton vs. Sheamus. Let's get it on! #SummerSlam #WWENetwork #WWEBrooklyn #RandyOrton #Sheamus,Positive,Neutral
"""Islamic State issues 11 rules that Christians must obey September 8, 2015  Zee News begins this story with this...",Neutral,Negative
"It's hard to make the case that Jeb Bush is still the likely nominee. He's currently 5th in IA and 3rd in NH. Winners have to, you know, win",Neutral,Negative
Racist Mad Libs: Islam is _______ with _____,Neutral,Negative
am I the only one who could care less about the Ed Sheeran concert tomorrow?,Negative,Neutral
What if yall catch me on WorldStarHipHop tomorrow bc iGet arrested at the K.L. concert for trying to rape him thoo ._____.,Negative,Neutral
"""Just out of curiosity, why doesn't Dean Ambrose have a match Sunday? And why did we get gypped out of seeing him wrestle tonight?""",Neutral,Negative
"First day since April 24th that I haven't worn my Apple Watch, and quite by accident. The day of glancing at an empty wrist begins.",Positive,Neutral
"@user @user 1st time GD oppa praised VIPs in public,1st time other countries VIP jealous with M'sia VIP..and many many more...""",Positive,Neutral
Finally saw the Galaxy Foams in person on saturday... Let\u2019s just say <<<<<< SMMFH Ugly ass shoes!,Negative,Positive
"""Mohsin Hamid\u2019s 2013 novel = \""""""""How to Get Filthy Rich in Rising Asia\"""""""". Think they need more typefaces on the cover?",Neutral,Negative
@user LOL! Schedule for today the 3rd of August: Visit Kim Hyung Jun's Birthday Party (G.O). Don't think so! xDDD,Positive,Neutral
"@user @user Not just Christians, you are in the prayers of """"all of us"""" humans.May you stay safe and be free soon!God bless.""",Positive,Negative
@user Eddie Curry is showing more lift then Dwight Howard who looks like the 2nd coming of Tracy McGrady right now,Neutral,Negative
"@user He made her drive all the 10 hours up there Fri, Scotland pub crawl think it 3 hrs between cousins, back mon! Twat""",Neutral,Positive
Off to see Steve Harris (Iron Maiden) British Lion tomorrow with Mark Kirkman.  Up close and personal in The...,Neutral,Positive
"""First Kim Kardashian tries to break the Internet and now this!The 35-year-old reality star launched her emoji app, Kimoji, on Monday and""",Positive,Neutral
It's the FINAL day to get your #tickets for our Annual Gala on Sat.! Join us &amp; follow along online with #RethinkingHunger #nyc...,Neutral,Positive
"""Really Stoops, run the ball on 3rd and 21? Overpaid and under produce,""",Negative,Neutral
"City will come 3rd in that group. Sevilla will top it, Juventus runners up",Positive,Neutral
Seinfeld may have not known it at the time. But he made the last sitcom that mattered.,Positive,Neutral
in my college class on Thursday this guy who looked like Josh Hamilton sat next to me I was literally about to cry,Positive,Neutral
*counts down the days until October 6th and blesses Amazon Prime shipping* @user,Positive,Negative
"""I snuck up behind my brother and yelled JOHN CENA, scaring him. Then sat down and said, """"I guess you could say you didn't see me.""""""",Neutral,Negative
"@user Clinton, Panetta, Petraeus we will not #StandDown on Nov 6 or Nov 7 or Nov 8th. Do the right thing now. #WeWillNotLetThisGo""",Negative,Neutral
@user on the tv it said Nikon was closed tomorrow ten it disappeared....but did we have English hw?,Neutral,Negative
Wish I was going to the rodeo tomorrow night with everyone :( stupid surgery,Negative,Positive
@user If you are the same age as Mick Jagger than may I say you,Neutral,Negative
30 million viewers for the Cowboys game this past Sunday...AMERICA'S TEAM,Neutral,Positive
1st half of Hannity: rage at the supreme court for outlawing Jesus with its gay marriage decision. 2nd half: kissing Ted Olson's ass.,Negative,Neutral
"@user Falkirk sounds class my man! Fri or sat? Edinburgh derby on Sunday, fancy it? Might have a spare ticket #SingleLAD""",Positive,Neutral
If you're free Friday night after the Jason Aldean concert text me and let me know. Throwing a party.,Neutral,Positive
"""out Castle sun. and staying there until Tues. Mother said \""""""""It aint safe up dere in that New York wit Sandy all thru dere\"""""""" Fvck you\u002c Sandy.""",Negative,Neutral
@user you never know Arsenal may be able to buy @user next season if Real Madrid get someone like @user,Neutral,Negative
"RandPaul: Tune in to Fox News Friday night for a special on Planned Parenthood, brought to you by ShannonBream!",Positive,Neutral
We all know why Floyd Mayweather has picked Andre Berto to fight on Sep 12. It would be poetic justice if Berto got the W! #MayweatherBerto,Neutral,Negative
"If Cena ties Ric Flair's 16th World Titles, that will truly be a slap in the face of Flair. Ridiculous #RAW",Negative,Neutral
BIG BANG CONCERT IS TOMORROW. OH MY LORD !! BOO HOO HOOOO )\u2019: *Cries all the 7 seas*,Neutral,Positive
I just sat here and watch @user  snap about Kobe Bryant  I'm too done @user  should know better,Negative,Neutral
Sat watching the fucking Celtic game\u002c sounds like I\u2019m missing a corker at white hart lane,Negative,Neutral
Good by @user quickly punched out!RT @user Tippett Saga turning more than 5th day wicket at the Adelaide Oval:,Neutral,Positive
@user really liked Tobacco Rd. I\u2019ll have to run through the whole album tomorrow before the WBB game.,Positive,Neutral
"Ahh...nothing like a Saturday full of errands and shopping with the family.""",Negative,Positive
While all you St Pattys day goers are getting drunk ill be serving all of you after last call #notlookingforwardtodennys!,Negative,Positive
Browns force Aaron Rodgers and the Packers to go 3&Out on 1st possession. Browns are better than the Steelers at one thing at least.,Positive,Negative
Our 4th graders are going to build missions in Minecraft. #elemcode,Positive,Neutral
Who wants to go to a Pride Parade with me Saturday?,Positive,Neutral
"""Hahaha 2nd place in Miss USA was Miss Texas from @user , wonder if the organization just placed her there just for being Mexican""",Negative,Neutral
The Vamps all ready for today's Sun Gig with Bizarre. In action with @user @ Vinopolis,Neutral,Positive
Big Brother will be on CBS' sister stations tomorrow because of football. I'll make a list of all the changes. #BB17,Neutral,Negative
15 August......... Independence day of Hindusthan... 15 October........ Let's make Independence day of...,Positive,Neutral
"""And that folks, is what Sunday Church meetings of Christians are all about, weekly repair / maintenance and...",Neutral,Negative
Holy sjit I'm going to see Niall dancing in front of me tomorrow,Positive,Neutral
"Does @user still believe that Ms. Angela Merkel is the ""real leader of the free world""?  (Greeks may disagree",Negative,Neutral
"""Jose Iglesias homers w/ the #Rays down 4-1 in the 9th? That's it, I'm calling it. 9/20/12 10:01pm time of death for Tampa.""",Negative,Neutral
"""Momma cried during the #SFGiants pre-game ceremony when they declared June 13th """"""""Matt Cain Day"""""""". I havent met anyone more emotional than her""",Negative,Positive
Lol watch how the media paints Nicki as an angry black woman tomorrow morning and miley as the victim #bye,Negative,Neutral
guys remember that tomorrow is the last day you can donate to Pennies for Polio!!,Neutral,Positive
"""Have you gotten your tickets to see Terry McMillan at the MGM Grand on Thursday, 11/1? If not, go here to get your...",Neutral,Positive
Literally planning to go to the movies just so I can see the dell commercial and scream ITS JACK AND JACK! BUY CALIBRASKA ON THE 24TH!!,Positive,Neutral
Hackers have already defeated windows 8\u002c and ReadWrite Mobile ranked it 5th in interface design\u002c behind iOS and Android.,Negative,Positive
I'm surprised it took this long after Zayn left for this to happen.,Neutral,Negative
Wish FIFA would make league results and tables a bit more realistic. Man Utd in relegation zone after 15 games and Aston Villa in 2nd.,Positive,Neutral
Here in the Philippines\u002c Its November 2 and I was like where\u2019s my phone?! What is the time in LONDON?! #Excited #LittleThngs @user,Positive,Neutral
Ladies if your in Las Vegas come to the Splash Dance party with me tomorrow night at @user your bikini it's about to get wet,Neutral,Positive
Photo: thesejulez: This is what 4th of July is really about. When Gaga and Beyonce posioned all those...,Neutral,Negative
'what's the date?' normal people; October 13th? Swiftie's; SWIFTOBER 13TH AAAAAAH IT'S SWIFT DAY!!!!,Positive,Neutral
The Uncut Ultimate Music Guide dedicated to Fleetwood Mac (on sale in the UK on Thursday Sept 10  Read more at...,Neutral,Positive
Come and watch the future Bees this Saturday as the Youth Team take on Leeds United at Jersey Road at 11am.  Then...,Positive,Neutral
"""Don't miss How to Bake a Man with @user Google Hangout Saturday, October 18th, 3:30 pm PST. @user",Positive,Neutral
"""Thank you Miss USA! You stole my words """"Beauty is in the inside and outside"""". You may be drop dead gorgeous but...",Neutral,Positive
@user got the NIT tournament tell ya chapter we play tomorrow 10am at dula gym,Neutral,Positive
I'm convinced listening to the Freak Show tomorrow morning will be WAY better than that Sharknado ending. @user @user,Neutral,Positive
Josh Hamilton hit a 2 run bomb in the top of the 10th and Rangers fans probably thought it was over LMAO,Positive,Neutral
Sunday morning up at the lark a think I'll take a bomb to Hyde park hey hey hey it's the IRA,Negative,Positive
Watching Crossfire Hurricane for the 5th time @user,Neutral,Positive
"""David Duval, who needed to birdie the 18th last night just to get qualify for the weekend, is now only two shots behind Dustin Johnson.""",Positive,Neutral
Stuck in the Dallas airport until 11:20... On a Saturday night #gettincrazy #getmehome,Negative,Neutral
"""We get it, Randy Orton &amp; Sheamus dont like each other, this is the 4th time within 3 weeks.""",Negative,Positive
Now @user get De Gea to sign a big deal so Real Madrid don't buy him in January on the cheap! #degea #deadlineday,Neutral,Negative
"""Mehdi Hasan enraging Twitter on a Sunday? C'mon, at least give us a day off.""",Negative,Neutral
.@RealBenCarson tells NH crowd a 3rd grader could have done better when it comes to the Iran nuclear deal @user #fitn #nhpolitics,Neutral,Negative
"""So Friday at Onyx there was a bachelor party & the best man tells the bachelor\u002c \""""You getting married tomorrow!\"""" The bachelor says...""",Neutral,Positive
"""Maybe going out on Thurs, Fri, Sat nights is a bit harder than I thought when I also work tues, wed, thur, fri, sat, sun, mon, tues....""",Negative,Neutral
The future looks bright for the Red Sox.,Positive,Neutral
"ICYMI the AFHS Labor Day Sale has been EXTENDED, but don't wait it absolutely ends MONDAY! #ThisIsHome",Positive,Negative
"""RT @user The Zags hold a 1-0 lead for 84 minutes to beat Boise State and win the Bronco Invite. Goal by Sarah Rhodes, her 3rd of ...""",Positive,Neutral
Swanage - An Apple IPhone has been handed in @ Swanage Town Hall Office. Please come in and speak to us if you think it may be yours.,Positive,Negative
Tom Brady probably cheated his way to winning the 8th grade science fair smh,Negative,Neutral
@user it's a lot bigger than you may think just take a look at Hannibal,Positive,Negative
"@user @user #FSDGiveaway Wiley, Post Malone, and Ice Cube back to back to back may be the most lit thing I've ever heard of""",Neutral,Positive
I feel do bad.. My boo Asia bday event maybe cancelled for this Sunday!... I was soooo looking forward to it,Negative,Positive
"A good few Arsenal fans still pulling for Giroud. Guess it's 3rd/4th in the league, Round of 16 in CL and maybe an FA Cup again.",Neutral,Positive
Wilshere didn't play for Arsenal on Saturday and most papers report he's 'doubtful' for Newcastle. Why would there be an England 'row' ?,Neutral,Negative
The city of Milan was brought to a standstill on Monday after the local government barred all traffic within...,Negative,Neutral
"""RT @user Very impressed with Joco Teenage Republicans! 16 teens showed up today, ready to #fight big government and Obama! #NObama""",Positive,Neutral
"""Kendrick Lamar in the top 10, but not Pig Pun? C'mon.""",Neutral,Negative
"So what if Donald Trump is right on some things? Like the old saying goes ""the sun will shine on a dog's ass, occasionally."" ;-)",Neutral,Negative
Goodnight\u002c Twitter. I will see you tomorrow- when everyone is done talking about the Justin Bieber concert.,Neutral,Positive
@user Big brother 9th! U gonna check out that Bears vs. Falcons game down there in the Georgia Dome 2morrow in Atlanta? #DABEARS,Positive,Neutral
@user he's competing against Brock Lesnar in Brooklyn New York tomorrow!,Positive,Neutral
"@user only September? Maybe it should be at least an ""No Oliver Willis after Labor Day""",Neutral,Positive
@user We may say this. But on the othor hand some 'Muslim thekedar'  supports terrorists like Yakub like a hero.,Neutral,Negative
Okay so my fam is going to Queen Mary tomorrow i'm really scared of hunted houses and this is a big o hunted...,Negative,Positive
Palm Sunday Flo Rida is AWESOOMEEE! I got laid last night bc of it,Positive,Negative
@user okay but you need to go to Berkmar so we can see each other everyday and it could be like 7th grade.,Positive,Negative
My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear,Positive,Negative
"""Have y'all ever just sat and listened to Frank Ocean's """"Crack Rock""""? The shit is mad deep.""",Positive,Negative
@user ah! The old Rohypnol in a glass of milk ruse. Your gunna be sore when you wake up tomorrow.,Negative,Positive
seeing #thehelp tonight...yippee and checking out #hothouse on Church with @user :),Positive,Neutral
2nd Reading: James 2:1-5 Class distinction should have no place among Christians. God champions the poor in the world.#Theinspiration,Positive,Negative
"@user I ordered it from Amazon, should have it by Friday.",Positive,Negative
depending how late we work tomorrow it'll be a nightmare getting back into WeHo from Downtown with SMB shut down for the Halloween Carnival,Negative,Positive
yea im done with briana she getting blocked for the 3rd time now,Negative,Neutral
got the 2nd season of Downton Abbey from the library...so ashamed about the girly side of me coming out\u002c had to schedule a new tattoo,Negative,Positive
Wish I could see the Foo Fighters at Wrigley tonight but they put on one of the best shows Thursday!,Neutral,Positive
I was dreaming about Vampire Diaries last night. GALING.,Neutral,Positive
We need some Sunday magic like his 62 in the final round of the Honda Classic!,Positive,Neutral
Today: Sefton v @user HOME 12noon - including President\u2019s Day; 2nd XI v @user Away 12.45pm.  Let\u2019s hope the forecast\u2019s wrong!,Neutral,Positive
"""Played Football,watched football and last nights UFC &amp; just taken down a massive Ruby whilst watching Twilight. What Sunday's are made for!""",Positive,Neutral
"""First Friday Raleigh will be one of the last times to see Luke M Buchanan \""""""""We Go Back In Place\"""""""" at Rebus Works....",Neutral,Positive
Madonna: Living in a hydrangea-free world: Today Madonna's ungracious behaviour was made public when she compl...,Neutral,Positive
"""First day back at work proper and it has been manic and fuck it, I'm booking that to go see the Milan derby in Jan as a late bday trip!""",Neutral,Negative
[ABS-CBN News] Aquino on Enrile\u2019s memoirs: May all of us seek in this book the lessons that will allow us to advance as a people,Neutral,Negative
What is the point of this post the only thing Bobby Jindal Is guilty of is standing up for the 2nd Amendment,Neutral,Negative
It's NFL kickoff but you don't like Tom Brady so come to @user and my show next Thursday 9/10@7pm! Get tix,Neutral,Positive
@user yeah that\u2019s wha I\u2019m doing tomorrow. Your topic seems interesting as fuck. Lol my shit is on Malcolm X. But ima just,Positive,Negative
I have packed just about everything needed for #Tracon starting tomorrow. I am now allowed to watch a couple episodes of Hannibal and knit.,Positive,Neutral
Martin Luther King; Elizabeth 1st; The girl with the short skirt in McDonalds; My grandaughter. (4 boys.)   -  #Mention20PeopleYouWantToMeet,Positive,Neutral
Sat next to a woman on the plane today who flipped through photos of her cat on her iPad the whole time. #spiritanimal,Positive,Neutral
5 minutes to learn what the Raspberry Pi is all about,Neutral,Negative
"""I think making Caitlyn Jenner into a Halloween costume may be the definition of """"too soon.""""",Negative,Neutral
"@user -She began to feel a little offended by what he was saying.- """"Loki... Like I would report back to Thor. He may be my father +""",Neutral,Negative
Sick of a Congress beholden to special interests? Voice your concerns at the FEC public forum on October 9th RSVP:,Negative,Neutral
"""Was going to play DA but man I'm so fucking tired I may just go the fuck to bed. But Twilight is up to 22k, yay ^_^""",Neutral,Negative
"""-Puts Black Hole Sun on in the car-  My Dad asks my Mom who plays this song  Mom: The Beatles? No wait, David Bowie!  -.-;; #oww #facepalm""",Negative,Positive
Republic day in turkey 29 Oct fire work awesome,Positive,Neutral
"""My wife said, after seeing this: """"I think my 15 year love affair with Tom Brady may be coming to an end""""",Negative,Positive
Enjoy your networking? Cocktails with Pandas or beers at Adelaide Oval on the agenda at #innovationgeneration,Positive,Neutral
"""yes. it may have ruined my social life, but I don't regret finding out about Shawn one bit.",Neutral,Negative
@user that's horrible news that UMBC will wait until 6 am tomorrow to let us know about closing.  Hhhhmmmm,Negative,Neutral
"For sure just Missed my exit because was singing to Mariah Carey way too full out. Happy Friday, all.",Neutral,Positive
I\u2019m dressing up as Gary for Halloween.. So don\u2019t expect to c me until about 4th period..ill b home dozing off to animal planet then ill b at,Neutral,Negative
"""San Jose, Calif.-based eBay (NASDAQ:EBAY) announced the job cuts in a statement Monday morning. Most of the job eliminations would be fro...""",Negative,Positive
DeSean Jackson suppose to be at Training Camp on Monday...hope the Eagles lock him up and extend Mike Vick...,Negative,Positive
Khader Adnan is a hero\u002c he\u2019s the Palestinian spring and hopefully the spark of a 3rd intifada. #KhaderExists,Positive,Neutral
You talk about tyga and Kylie but forget that when jay z was a high school senior Beyonce was in 1st grade,Neutral,Positive
frank ocean idk how im going to make it through tomorrow so pls drop the album,Neutral,Positive
"@user at first I was worried about their 5th album without Zayn but if they are all like that, wow.""",Positive,Neutral
Murray about as dead as the aliens in Independence Day on July 4th in #America. They die in the movie either way but worse on the 4th. #Dead,Negative,Neutral
"""In a way Spurs aren't really getting a 2nd ST if they want the 2nd ST to be like Kane. Son, N'Jie, Pato? don't drop back as well. Maybe Son.""",Neutral,Negative
only my cousin would get to go to kenny chesney and jason aldean twice lol see you friday @user,Positive,Neutral
Four Lions is a brilliant film but I think it may be a bit insensitive of Channel 4 to show it so close to 9/11...,Negative,Positive
We all know why Floyd Mayweather has picked Andre Berto to fight on Sep 12. It would be poetic justice if Berto got the W! #MayweatherBerto,Neutral,Negative
Selling 2 upper box tickets for the Sam Smith show this November. Hit me up if anyone's interested.,Positive,Neutral
@user U going to chalmers tomorrow?,Neutral,Positive
"""December 5th could be the biggest UFC Card put together. Aldo &amp; McGregor, and Rousey as a co main event with her possibly fighting Cyborg.""",Positive,Negative
"@user I may not be speaking for the whole world here, but have always thought Bono is a wanker &amp; U2 overrated. There I have said it.""",Negative,Neutral
"#parttimeproblems Call in tomorrow. Call in- No, goddammit I don't want to know who wrote Jurassic World, CALL IN TOMORROW. TOMO-",Neutral,Negative
"Zayn? Jlo? Madonna? Selena? Jlo? If we are talking iconic instagrams...  Kylie,Gigi,Kendal even Bieber make sense",Neutral,Negative
So the #usa is awesome because all #Republicans are having gay marriages tomorrow!  #freedomofspeech,Positive,Negative
Now we finally get to correct the mistakes of jurassic Park,Neutral,Positive
"""Sophos is the Lamest Virus Ever...: Starting September 19, Sophos successfully became the lamest... |InfoSecIsland""",Negative,Positive
"""Indians are up 8-3!  They have to win tonight, facing Verlander tomorrow!""",Positive,Negative
For every Ebola fearing westerner who is concerned about the ever present threat,Neutral,Negative
I didn't call Tom Brady the GOAT until he won his 4th Superbowl Ring so idk what this tweet means,Neutral,Negative
Just Dance by Lady Gaga brings the 8th grader in me back to life,Positive,Neutral
"""Why Sami Khedira Is the Piece AC Milan Are Missing - Carlo Ancelotti may not be coaching AC Milan anymore, but he ...",Neutral,Negative
A very good maxim - one that Boko Haram had the privilege to enjoy during the Jonathan Administration &amp; may still!,Positive,Negative
Sat through Jurassic World w/ a screaming baby in my ear + a 6 year old climbing up the back of my chair. Ruined my experience @user,Negative,Positive
"""This fandom's a mess omg, I wouldn't be surprise if tomorrow there's a trend who says Niall's going to marry his cousin #WeKnowTheTruth""",Negative,Positive
Rediff Live! Hundreds of Afghans on Thursday protested for the first time against cartoons of the prophet Mohamm...,Negative,Neutral
While all you St Pattys day goers are getting drunk ill be serving all of you after last call #notlookingforwardtodennys!,Negative,Positive
"""I am not used to being back to the dark side. It is legit jet black, hello Wednesday Adams haha!""",Neutral,Negative
I'm telling you if Bernie Sanders picked Kanye as his running mate right now he would win the election tomorrow BUT NO ONE LISTENS TO ME,Neutral,Negative
Funding received from CoE to organise national seminar on state of youth work in UK 15 & 16 Nov at DMU. Inbox if u can add value to it,Positive,Neutral
Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life,Negative,Neutral
"@user Hi there. On behalf of Ira, may I know if you still experiencing the same concern? Thank you.""",Neutral,Positive
Come on @user Tempted to make my way across to Flushing Meadows on Wednesday if Murray comes back to win here! #USOpen,Positive,Neutral
Just found out Kendrick Lamar is having a concert Friday and I have no idea where to get the tickets,Neutral,Negative
[OSHODI] Oliseh delighted with Super Eagles test game - Eagles coach Sunday Oliseh has expressed pleasure at the p...,Positive,Neutral
@user Good Morning\u002c Hong Kong!  Meme pa ang kasama ko\u002c may headache :(  What\u2019s the jap resto again in LKF other than Ippudo?,Neutral,Positive
Now @user get De Gea to sign a big deal so Real Madrid don't buy him in January on the cheap! #degea #deadlineday,Neutral,Negative
Cate Blanchett and Rooney Mara star in #Carol from 27 November. Save the date!,Positive,Neutral
Norwich City are gonna get destroyed today against Villa this afternoon! C\u2019mon you villaaaans!! @user,Neutral,Negative
"""Supersonic, Paul Foot, Boris in December, Runrig, boring car stuff, Turbonegro... going to be pretty broke for Christmas! Yay!""",Negative,Positive
"""When the delegation of Najran, who were Christians, came to Prophet Muhammad, may infinite divine salutations and...",Neutral,Negative
B2ST\u2019s current nominated position for MAMA 2012 Best Male Group (5th place) Best Global Group (4th place) Artist of the Year (8th place),Neutral,Positive
I have 2 passes for Looper in Pico Rivera on Thursday. Message or text me if you want them.,Positive,Neutral
It was weird seeing Robert Griffin the 3rd and Justin Tuck playing football and not eating subway sandwiches,Neutral,Negative
"""So, bone to pick with #HigherLearning - Ice Cube is a 6th year senior, preaching race politics &amp; activism.  Yet is clearly a lazy rich kid.""",Negative,Neutral
Having the NY Marathon on Sunday is like having a parade in Raccoon city right after the T-Virus went airborne.,Negative,Neutral
From the makers of the Sharknado franchise comes a new movie on Saturday called Lavalantula. I must see this.,Positive,Neutral
@user I may have missed it if u posted it but what's ur take on #KimDavis situation &amp; @user claims about SCOTUS ruling,Positive,Negative
"""Saraki promises robust legislation to end Boko Haram: Bukola Saraki, the Senate President on Monday said that ...",Neutral,Negative
On my way to see Paper Towns for the 3rd time... I have to surrender my goal of seeing it 9 times because I'm moving:(,Neutral,Positive
@user @user 2nd a huge percentage of Christians are Christians by name not practice. specially in the west.,Negative,Neutral
Last weekend for Star Wars Weekends. Haven't been back since the first night. Need to go tomorrow to experience more than Hoopla/Carbonite.,Neutral,Positive
@user Rodgers has been down by 9 + in the 2nd half a total of SEVEN times. What a worthless article,Negative,Neutral
Everyone in the Summersville area come watch our game tomorrow at Nicholas County!!,Positive,Neutral
"""#BTG event, Bridging the Gap, November 6 fully booked - please contact l.s.spence@exeter.ac.uk to join the cancellation waiting list.""",Positive,Neutral
you know you're officially into kpop when you spend your Saturday watching the  @user documentaries in between homework LOL,Positive,Neutral
"""Miss Justin Bieber could make such confidence in time she answered by endeavouring to its walls, while _you_ may view from""",Neutral,Positive
"It may not be coming to the UK, but here's what you're missing out on with the Galaxy Note 5:",Neutral,Negative
That will piss Lackey off....just ask the Red Sox clubhouse attendant who put away the chicken and beer after the 6th inning.,Negative,Neutral
Kim Kardashian's 'Kimoji' app broke the App Store: Kim launched Kimoji's Monday -- Kim-themed emojis -- and the response was crazy.,Positive,Neutral
Thanks Sky for screwing up another home game by putting it on the Monday of Toy Fair for 2nd year running. Didn\u2019t want to see Everton anyway,Negative,Positive
Edinburgh derby today on 'sell out Saturday' and the Stadium isn't even half full! There's only one proper derby in the UK! #weartynederby,Negative,Neutral
"@user oh no haha, I meant he can't sign for Milan now, so Spurs may have more of a chance""",Neutral,Negative
5H and the multiple delays of their 1st album drove me to kpop..... I hope they're happy,Neutral,Positive
So Carly Fiorina is going to crash and burn. @user  #WakeUpAmerica ....NEXT...,Negative,Positive
"Having #GOPers on abt #IranDeal a fail @user . Kerry wrote deal,explains it, and Pawlenty's 1st response ""if U accept his math.."" #WTF ?",Neutral,Negative
@user I\u2019ll let him know if he text me\u002c otherwise just drop it mate\u002c I\u2019ve got road tax and CBA to get it till Monday lol,Neutral,Negative
@user @user could have used him against Hou\u002c  ran ball vs Indy\u002c bad Def against Pats\u002c & he won 1st Miami\u002c  Let it Go lol,Neutral,Negative
@user I\u2019m actually touring the new addition tomorrow between meetings. They do have WBB tonight & Men\u2019s Hockey tomorrow.,Neutral,Positive
@user why are you and Michael Easton so perfect? i mean what's that about?,Positive,Negative
Cmon we are in the 2nd spot! Let's regain the #1 ! Less than 2 days till voting closes #MTVStars Lady Gaga,Positive,Neutral
"""Maybe I may design of the Akita person's site in late fall. Even if a planned stage, I'm glad related to Tohoku in Japan a little. #ICHIGONO""",Positive,Negative
Donald Trump: 'I will not be able to attend the Miss USA pageant tomorrow night because I am #breaking-news,Neutral,Negative
"""Saturday Nov 17th, 2012 Q Bar and Grill is the Place to be!  UFC 90's Event with Special Guests:  DJ BOBBY D...",Positive,Neutral
@user September 22 is a Bastard Bearded Irishmen half way to St. Patty's Day party at Mulligan's. I'm going and Erika's going,Negative,Positive
Innovation for jobs is just around the corner - to be exact next Wednesday 8/19 at @user,Positive,Neutral
Federer stays winning. Into the finals tomorrow.,Positive,Neutral
If only it was possible to be part of the Blackpool Illuminations concert on Friday!,Neutral,Positive
"Friday night. Got new red lipstick. I just put it on. I have nowhere to go. Lying in bed listening to Fleetwood Mac, w/ lipstick on. #lonely",Neutral,Positive
James Franklin one ups Mark Dantonio in the bad play calling department by calling a fake punt on 4th and 11 #UMvsPSU,Negative,Neutral
@user wall to wall people on the platform at South Norwalk waiting for the 8:08. Thanks for the Sat. Sched. Great sense,Negative,Positive
"""Maybe going out on Thurs, Fri, Sat nights is a bit harder than I thought when I also work tues, wed, thur, fri, sat, sun, mon, tues....""",Negative,Neutral
And\u002c SURPRISE SURPRISE\u002c majority of the people\u002c sat in the window seats\u002c have gotten off at Murdoch. Wankers,Positive,Neutral
